timestamp,phase,temp_c,rh,THI_raw,THI,density_p_m2,speed_mps,speed_var,push_rate,shout_rate,near_falls,CAI,CDI,TI,EI,ATI,SNI,PCI,BI,Risk,RiskExtended,Alert
2025-01-09 05:00:00,pre_event,23.04,66.6,21.47,0.0,0.72,0.93,0.028,0.22,1.09,0.3,0.061,0.115,1.0,0.2,0.062,0.498,0.72,0.412,0.301,0.345,green
2025-01-09 05:05:00,pre_event,22.96,67.6,21.45,0.0,1.18,1.14,0.021,0.42,0.58,0.2,0.08,0.121,1.0,0.2,0.172,0.363,0.557,0.345,0.306,0.321,green
2025-01-09 05:10:00,pre_event,21.85,72.5,20.73,0.0,1.06,1.16,0.019,0.68,1.89,0.28,0.106,0.101,1.0,0.2,0.169,0.281,0.587,0.309,0.306,0.307,green
2025-01-09 05:15:00,pre_event,22.72,68.3,21.28,0.0,0.9,0.9,0.018,0.56,1.02,0.19,0.077,0.129,1.0,0.2,0.453,0.28,0.559,0.388,0.307,0.339,green
2025-01-09 05:20:00,pre_event,22.45,65.3,20.93,0.0,1.1,1.04,0.033,0.01,0.74,0.0,0.056,0.135,1.0,0.2,0.071,0.289,0.619,0.29,0.304,0.299,green
2025-01-09 05:25:00,pre_event,23.7,58.0,21.58,0.0,1.14,0.89,0.027,0.38,0.84,0.3,0.083,0.16,1.0,0.2,0.088,0.227,0.881,0.316,0.315,0.315,green
2025-01-09 05:30:00,pre_event,21.37,59.4,19.83,0.0,1.08,1.04,0.031,0.61,0.82,0.09,0.082,0.131,1.0,0.2,0.152,0.346,0.587,0.336,0.309,0.32,green
2025-01-09 05:35:00,pre_event,22.55,72.8,21.35,0.0,0.75,1.09,0.037,0.33,2.06,0.26,0.08,0.096,1.0,0.2,0.223,0.275,0.875,0.38,0.3,0.332,green
2025-01-09 05:40:00,pre_event,20.68,69.5,19.64,0.0,0.79,0.87,0.023,0.6,1.53,0.27,0.085,0.127,1.0,0.2,0.287,0.224,0.716,0.341,0.308,0.321,green
2025-01-09 05:45:00,pre_event,24.51,53.0,21.92,0.0,1.05,1.02,0.038,0.18,0.74,0.11,0.063,0.134,1.0,0.2,0.377,0.258,0.77,0.396,0.306,0.342,green
2025-01-09 05:50:00,pre_event,24.74,53.4,22.11,0.011,0.9,0.91,0.042,0.13,1.44,0.16,0.065,0.142,1.0,0.2,0.145,0.28,0.653,0.314,0.309,0.311,green
2025-01-09 05:55:00,pre_event,24.82,59.6,22.52,0.052,1.19,0.99,0.035,0.77,0.82,0.17,0.097,0.155,1.0,0.2,0.201,0.161,0.669,0.274,0.324,0.304,green
2025-01-09 06:00:00,pre_event,22.8,69.5,21.4,0.0,0.77,1.05,0.044,0.51,1.17,0.16,0.072,0.11,0.8,0.2,0.188,0.227,0.569,0.284,0.259,0.269,green
2025-01-09 06:05:00,pre_event,26.27,61.6,23.79,0.179,1.08,1.11,0.031,0.48,0.64,0.16,0.076,0.118,0.8,0.2,0.405,0.316,0.694,0.418,0.285,0.338,green
2025-01-09 06:10:00,pre_event,23.66,67.7,22.03,0.003,0.57,1.06,0.03,0.38,0.82,0.4,0.061,0.084,0.8,0.2,0.296,0.295,0.854,0.407,0.251,0.313,green
2025-01-09 06:15:00,pre_event,21.68,60.5,20.12,0.0,1.01,0.93,0.041,0.0,0.45,0.23,0.051,0.146,0.8,0.2,0.162,0.385,0.591,0.36,0.263,0.302,green
2025-01-09 06:20:00,pre_event,23.18,62.3,21.38,0.0,1.22,1.06,0.033,0.2,0.44,0.45,0.079,0.146,0.8,0.2,0.228,0.307,0.564,0.335,0.268,0.295,green
2025-01-09 06:25:00,pre_event,20.7,68.3,19.62,0.0,0.78,0.98,0.032,0.23,0.86,0.21,0.057,0.114,0.8,0.2,0.372,0.325,0.633,0.401,0.257,0.315,green
2025-01-09 06:30:00,pre_event,25.43,55.8,22.78,0.078,0.8,0.98,0.01,0.45,1.12,0.44,0.078,0.102,0.8,0.2,0.162,0.154,0.722,0.27,0.268,0.269,green
2025-01-09 06:35:00,pre_event,23.39,63.9,21.63,0.0,0.71,0.96,0.035,0.12,0.41,0.0,0.038,0.115,0.8,0.2,0.27,0.413,0.75,0.437,0.253,0.327,green
2025-01-09 06:40:00,pre_event,23.62,64.4,21.83,0.0,0.81,1.02,0.017,1.19,2.01,0.34,0.118,0.101,0.8,0.2,0.198,0.226,0.748,0.322,0.265,0.288,green
2025-01-09 06:45:00,pre_event,21.48,60.9,19.98,0.0,0.95,0.85,0.046,0.72,0.7,0.13,0.079,0.158,0.8,0.2,0.246,0.072,0.579,0.225,0.271,0.253,green
2025-01-09 06:50:00,pre_event,22.91,55.5,20.85,0.0,0.83,0.83,0.021,0.7,1.73,0.24,0.092,0.136,0.8,0.2,0.349,0.332,0.544,0.379,0.269,0.313,green
2025-01-09 06:55:00,pre_event,22.18,67.2,20.79,0.0,1.26,1.0,0.04,0.21,0.97,0.28,0.085,0.165,0.8,0.2,0.17,0.221,0.759,0.313,0.274,0.29,green
2025-01-09 07:00:00,pre_event,22.95,68.7,21.5,0.0,0.81,0.87,0.038,0.32,0.44,0.25,0.057,0.139,1.0,0.2,0.224,0.44,0.651,0.417,0.306,0.35,green
2025-01-09 07:05:00,pre_event,21.35,63.1,19.96,0.0,0.87,0.99,0.037,0.03,1.49,0.05,0.057,0.122,1.0,0.2,0.172,0.246,0.816,0.338,0.302,0.316,green
2025-01-09 07:10:00,pre_event,25.69,58.7,23.15,0.115,0.71,0.96,0.021,0.67,1.47,0.15,0.08,0.107,1.0,0.2,0.209,0.207,0.613,0.289,0.317,0.306,green
2025-01-09 07:15:00,pre_event,22.9,60.4,21.07,0.0,0.79,0.92,0.023,0.4,0.71,0.05,0.058,0.12,1.0,0.2,0.0,0.156,0.545,0.187,0.302,0.256,green
2025-01-09 07:20:00,pre_event,22.77,71.2,21.46,0.0,0.89,0.92,0.02,0.69,1.07,0.25,0.085,0.126,1.0,0.2,0.219,0.177,0.642,0.283,0.308,0.298,green
2025-01-09 07:25:00,pre_event,24.06,55.8,21.74,0.0,0.91,1.14,0.031,0.0,1.43,0.29,0.064,0.097,1.0,0.2,0.102,0.257,0.737,0.307,0.297,0.301,green
2025-01-09 07:30:00,pre_event,22.83,62.2,21.1,0.0,0.88,1.12,0.042,0.38,1.46,0.0,0.07,0.104,1.0,0.2,0.262,0.123,0.698,0.28,0.3,0.292,green
2025-01-09 07:35:00,pre_event,22.28,55.8,20.39,0.0,0.92,1.16,0.03,0.24,1.21,0.2,0.068,0.094,1.0,0.2,0.144,0.117,0.705,0.243,0.297,0.276,green
2025-01-09 07:40:00,pre_event,25.68,54.1,22.86,0.086,0.87,1.03,0.031,0.43,0.65,0.36,0.07,0.112,1.0,0.2,0.122,0.334,0.869,0.377,0.313,0.339,green
2025-01-09 07:45:00,pre_event,23.93,66.2,22.18,0.018,0.98,1.16,0.016,0.7,1.52,0.07,0.09,0.089,1.0,0.2,0.155,0.074,0.665,0.216,0.303,0.268,green
2025-01-09 07:50:00,pre_event,21.27,63.0,19.89,0.0,1.4,1.02,0.034,0.52,1.52,0.09,0.109,0.175,1.0,0.2,0.185,0.42,0.802,0.426,0.324,0.364,green
2025-01-09 07:55:00,pre_event,23.84,61.3,21.86,0.0,1.1,1.15,0.01,0.39,1.4,0.2,0.087,0.102,1.0,0.2,0.29,0.234,0.484,0.301,0.303,0.302,green
2025-01-09 08:00:00,pre_event,21.47,63.7,20.08,0.0,0.96,0.93,0.026,0.1,1.89,0.13,0.072,0.133,0.8,0.2,0.022,0.445,0.641,0.357,0.264,0.301,green
2025-01-09 08:05:00,pre_event,19.36,70.8,18.58,0.0,1.32,1.11,0.023,0.26,0.62,0.17,0.083,0.143,0.8,0.2,0.018,0.156,0.473,0.178,0.268,0.232,green
2025-01-09 08:10:00,pre_event,22.39,65.0,20.88,0.0,0.91,0.84,0.03,0.62,0.36,0.15,0.069,0.147,0.8,0.2,0.306,0.233,0.668,0.342,0.267,0.297,green
2025-01-09 08:15:00,pre_event,22.07,72.1,20.91,0.0,1.08,1.06,0.026,0.39,1.08,0.23,0.081,0.124,0.8,0.2,0.154,0.361,0.714,0.37,0.264,0.306,green
2025-01-09 08:20:00,pre_event,21.45,71.6,20.37,0.0,0.86,1.05,0.04,0.58,0.89,0.25,0.076,0.114,0.8,0.2,0.281,0.374,0.742,0.42,0.26,0.324,green
2025-01-09 08:25:00,pre_event,21.61,64.1,20.2,0.0,0.69,1.01,0.032,0.57,2.12,0.29,0.089,0.103,0.8,0.2,0.188,0.312,0.626,0.338,0.26,0.291,green
2025-01-09 08:30:00,pre_event,18.09,74.9,17.59,0.0,0.95,0.94,0.011,0.06,1.77,0.11,0.068,0.121,0.8,0.2,0.0,0.431,0.738,0.363,0.261,0.302,green
2025-01-09 08:35:00,pre_event,19.5,76.2,18.85,0.0,0.77,1.13,0.028,0.08,1.15,0.14,0.053,0.087,0.8,0.2,0.101,0.377,0.875,0.394,0.25,0.308,green
2025-01-09 08:40:00,pre_event,24.0,62.8,22.05,0.005,0.88,0.95,0.046,0.64,0.57,0.08,0.07,0.135,0.8,0.2,0.259,0.287,0.69,0.36,0.265,0.303,green
2025-01-09 08:45:00,pre_event,23.15,61.0,21.3,0.0,1.12,1.02,0.046,0.19,0.16,0.2,0.061,0.147,0.8,0.2,0.3,0.304,0.808,0.404,0.265,0.321,green
2025-01-09 08:50:00,pre_event,20.33,74.0,19.49,0.0,1.05,1.09,0.018,0.4,0.72,0.1,0.07,0.111,0.8,0.2,0.076,0.361,0.72,0.347,0.259,0.294,green
2025-01-09 08:55:00,pre_event,23.62,67.0,21.96,0.0,0.64,0.8,0.057,0.03,0.33,0.2,0.036,0.148,0.8,0.2,0.304,0.356,0.881,0.445,0.261,0.335,green
2025-01-09 09:00:00,pre_event,21.86,79.1,21.01,0.0,1.39,1.07,0.042,0.44,0.7,0.12,0.094,0.17,1.0,0.2,0.294,0.344,0.596,0.379,0.319,0.343,green
2025-01-09 09:05:00,pre_event,20.65,68.7,19.6,0.0,1.32,0.9,0.038,0.62,1.27,0.2,0.107,0.188,1.0,0.2,0.115,0.289,0.862,0.351,0.326,0.336,green
2025-01-09 09:10:00,pre_event,21.89,63.9,20.42,0.0,0.86,0.77,0.042,0.8,1.07,0.16,0.085,0.161,1.0,0.2,0.189,0.35,0.762,0.384,0.316,0.343,green
2025-01-09 09:15:00,pre_event,21.9,68.4,20.61,0.0,1.26,0.93,0.044,0.18,0.23,0.2,0.07,0.178,1.0,0.2,0.37,0.356,0.669,0.423,0.317,0.359,green
2025-01-09 09:20:00,pre_event,20.6,76.0,19.79,0.0,0.62,1.11,0.027,1.02,0.9,0.14,0.082,0.078,1.0,0.2,0.298,0.374,0.496,0.376,0.296,0.328,green
2025-01-09 09:25:00,pre_event,19.91,70.6,19.04,0.0,1.03,0.86,0.03,0.64,0.31,0.38,0.081,0.154,1.0,0.2,0.183,0.243,0.771,0.331,0.313,0.32,green
2025-01-09 09:30:00,pre_event,22.62,65.9,21.1,0.0,1.11,1.03,0.025,0.63,1.4,0.0,0.09,0.131,1.0,0.2,0.285,0.332,0.543,0.36,0.31,0.33,green
2025-01-09 09:35:00,pre_event,18.15,76.1,17.67,0.0,1.04,0.81,0.033,0.55,1.21,0.22,0.087,0.166,1.0,0.2,0.117,0.206,0.641,0.266,0.317,0.297,green
2025-01-09 09:40:00,pre_event,21.61,59.0,20.01,0.0,1.04,0.93,0.039,0.28,0.94,0.27,0.074,0.148,1.0,0.2,0.067,0.224,0.807,0.293,0.311,0.304,green
2025-01-09 09:45:00,pre_event,21.64,64.7,20.25,0.0,0.94,1.0,0.038,0.12,2.5,0.11,0.081,0.126,1.0,0.2,0.352,0.377,0.725,0.439,0.307,0.36,green
2025-01-09 09:50:00,pre_event,19.14,74.7,18.49,0.0,1.03,1.09,0.051,0.05,0.73,0.16,0.057,0.128,1.0,0.2,0.246,0.211,0.722,0.324,0.303,0.311,green
2025-01-09 09:55:00,pre_event,19.21,69.2,18.41,0.0,0.93,1.01,0.035,0.58,1.72,0.21,0.09,0.122,1.0,0.2,0.04,0.146,0.734,0.232,0.308,0.278,green
2025-01-09 10:00:00,pre_event,20.4,65.9,19.3,0.0,0.84,1.01,0.038,0.79,0.75,0.24,0.081,0.117,0.2,0.2,0.246,0.251,0.679,0.335,0.133,0.214,green
2025-01-09 10:05:00,pre_event,21.53,69.7,20.36,0.0,1.17,1.03,0.028,0.43,1.66,0.16,0.095,0.142,0.2,0.2,0.184,0.199,0.636,0.282,0.141,0.198,green
2025-01-09 10:10:00,pre_event,20.51,71.1,19.55,0.0,1.09,1.07,0.033,0.78,0.65,0.11,0.087,0.128,0.2,0.2,0.048,0.333,0.734,0.327,0.137,0.213,green
2025-01-09 10:15:00,pre_event,19.92,70.5,19.04,0.0,1.1,1.07,0.037,0.54,0.33,0.39,0.082,0.131,0.2,0.2,0.055,0.287,0.743,0.309,0.136,0.205,green
2025-01-09 10:20:00,pre_event,19.42,70.7,18.63,0.0,0.86,0.85,0.016,0.54,1.37,0.02,0.075,0.133,0.2,0.2,0.201,0.411,0.674,0.401,0.135,0.241,green
2025-01-09 10:25:00,pre_event,17.95,70.9,17.4,0.0,1.01,1.22,0.049,0.0,0.21,0.21,0.048,0.106,0.2,0.2,0.25,0.348,0.901,0.429,0.124,0.246,green
2025-01-09 10:30:00,pre_event,19.41,66.7,18.51,0.0,1.12,0.97,0.019,0.0,1.1,0.21,0.068,0.139,0.2,0.2,0.113,0.165,0.729,0.262,0.135,0.186,green
2025-01-09 10:35:00,pre_event,18.29,82.0,17.92,0.0,1.32,1.07,0.025,0.25,1.13,0.34,0.095,0.153,0.2,0.2,0.357,0.371,0.59,0.411,0.144,0.25,green
2025-01-09 10:40:00,pre_event,19.89,70.6,19.02,0.0,1.17,1.08,0.039,1.29,1.5,0.08,0.124,0.139,0.2,0.2,0.035,0.321,0.558,0.282,0.146,0.201,green
2025-01-09 10:45:00,pre_event,15.7,72.3,15.52,0.0,0.91,0.83,0.033,0.08,1.2,0.05,0.057,0.149,0.2,0.2,0.157,0.337,0.757,0.367,0.136,0.228,green
2025-01-09 10:50:00,pre_event,21.11,71.0,20.05,0.0,0.91,0.87,0.044,0.0,0.49,0.23,0.048,0.15,0.2,0.2,0.041,0.297,0.754,0.311,0.134,0.205,green
2025-01-09 10:55:00,pre_event,16.61,74.9,16.32,0.0,0.96,1.02,0.036,0.44,1.57,0.27,0.085,0.124,0.2,0.2,0.026,0.223,0.866,0.292,0.135,0.198,green
2025-01-09 11:00:00,pre_event,17.43,79.4,17.1,0.0,0.85,0.84,0.014,0.8,0.96,0.32,0.088,0.132,0.4,0.2,0.173,0.197,0.722,0.295,0.181,0.226,green
2025-01-09 11:05:00,pre_event,15.49,79.6,15.38,0.0,0.87,1.06,0.021,0.54,1.77,0.19,0.086,0.1,0.4,0.2,0.105,0.113,0.653,0.219,0.173,0.191,green
2025-01-09 11:10:00,pre_event,18.18,62.0,17.41,0.0,0.91,1.01,0.045,0.61,1.63,0.19,0.089,0.128,0.4,0.2,0.154,0.421,0.493,0.355,0.18,0.25,green
2025-01-09 11:15:00,pre_event,17.2,79.4,16.9,0.0,0.81,1.09,0.024,0.49,0.6,0.13,0.063,0.094,0.4,0.2,0.139,0.2,0.847,0.311,0.167,0.225,green
2025-01-09 11:20:00,pre_event,20.61,70.6,19.62,0.0,0.59,1.15,0.032,0.12,1.04,0.41,0.055,0.073,0.4,0.2,0.275,0.366,0.721,0.41,0.161,0.261,green
2025-01-09 11:25:00,pre_event,18.73,77.9,18.21,0.0,0.87,0.95,0.032,0.85,1.25,0.24,0.093,0.127,0.4,0.2,0.125,0.319,0.749,0.347,0.18,0.247,green
2025-01-09 11:30:00,pre_event,16.74,74.1,16.42,0.0,0.89,0.88,0.049,0.22,0.77,0.35,0.064,0.15,0.4,0.2,0.13,0.432,0.689,0.393,0.18,0.265,green
2025-01-09 11:35:00,pre_event,18.15,72.7,17.6,0.0,0.93,0.94,0.028,0.79,0.47,0.27,0.082,0.13,0.4,0.2,0.028,0.327,0.695,0.311,0.179,0.232,green
2025-01-09 11:40:00,pre_event,16.15,76.3,15.93,0.0,1.04,0.98,0.024,0.57,1.69,0.41,0.1,0.131,0.4,0.2,0.193,0.315,0.795,0.374,0.183,0.259,green
2025-01-09 11:45:00,pre_event,14.46,81.7,14.47,0.0,0.86,0.99,0.025,0.42,0.14,0.09,0.054,0.114,0.4,0.2,0.317,0.31,0.826,0.415,0.17,0.268,green
2025-01-09 11:50:00,pre_event,19.46,69.4,18.63,0.0,1.05,1.15,0.026,0.28,0.67,0.25,0.069,0.105,0.4,0.2,0.053,0.232,0.671,0.266,0.171,0.209,green
2025-01-09 11:55:00,pre_event,19.09,69.7,18.32,0.0,0.95,0.94,0.023,0.36,1.21,0.15,0.073,0.128,0.4,0.2,0.155,0.234,0.639,0.291,0.177,0.223,green
2025-01-09 12:00:00,pre_event,16.56,68.0,16.2,0.0,0.8,1.09,0.028,0.26,1.58,0.2,0.07,0.095,0.2,0.2,0.206,0.208,0.787,0.323,0.126,0.205,green
2025-01-09 12:05:00,pre_event,14.03,91.3,14.05,0.0,0.96,0.94,0.026,0.32,1.35,0.23,0.076,0.132,0.2,0.2,0.216,0.343,0.679,0.372,0.135,0.23,green
2025-01-09 12:10:00,pre_event,10.83,92.5,10.99,0.0,0.95,0.99,0.043,0.62,0.89,0.12,0.077,0.131,0.2,0.2,0.06,0.237,0.545,0.246,0.135,0.18,green
2025-01-09 12:15:00,pre_event,17.86,70.0,17.31,0.0,1.12,1.0,0.03,0.65,1.41,0.29,0.101,0.141,0.2,0.2,0.402,0.339,0.689,0.428,0.142,0.256,green
2025-01-09 12:20:00,pre_event,13.1,91.0,13.17,0.0,1.11,0.95,0.02,0.66,0.94,0.25,0.092,0.142,0.2,0.2,0.209,0.144,0.429,0.221,0.141,0.173,green
2025-01-09 12:25:00,pre_event,14.12,74.0,14.17,0.0,0.93,1.06,0.021,0.4,1.01,0.14,0.07,0.106,0.2,0.2,0.197,0.346,0.659,0.364,0.128,0.223,green
2025-01-09 12:30:00,pre_event,15.88,76.5,15.71,0.0,0.66,0.92,0.034,0.56,0.37,0.0,0.053,0.116,0.2,0.2,0.304,0.182,0.608,0.303,0.127,0.198,green
2025-01-09 12:35:00,pre_event,17.75,65.2,17.13,0.0,1.03,1.14,0.038,0.13,0.51,0.16,0.057,0.111,0.2,0.2,0.397,0.31,0.708,0.416,0.127,0.242,green
2025-01-09 12:40:00,pre_event,13.21,75.9,13.38,0.0,1.0,0.96,0.03,0.27,0.34,0.24,0.061,0.133,0.2,0.2,0.226,0.375,0.849,0.425,0.133,0.25,green
2025-01-09 12:45:00,pre_event,16.68,83.2,16.48,0.0,0.97,0.91,0.041,0.09,2.06,0.12,0.074,0.146,0.2,0.2,0.219,0.242,0.718,0.33,0.138,0.215,green
2025-01-09 12:50:00,pre_event,17.93,62.0,17.21,0.0,0.63,1.03,0.025,0.44,0.78,0.34,0.063,0.09,0.2,0.2,0.147,0.323,0.64,0.333,0.123,0.207,green
2025-01-09 12:55:00,pre_event,16.51,72.5,16.2,0.0,0.87,0.86,0.033,0.51,0.77,0.0,0.065,0.143,0.2,0.2,0.23,0.192,0.827,0.33,0.136,0.213,green
2025-01-09 13:00:00,pre_event,14.38,80.1,14.4,0.0,1.04,0.93,0.029,0.74,1.59,0.23,0.1,0.142,0.2,0.2,0.335,0.386,0.677,0.429,0.142,0.257,green
2025-01-09 13:05:00,pre_event,12.01,85.7,12.21,0.0,1.19,0.96,0.024,0.71,0.62,0.25,0.095,0.152,0.2,0.2,0.139,0.345,0.684,0.351,0.144,0.226,green
2025-01-09 13:10:00,pre_event,14.74,85.1,14.72,0.0,1.2,1.09,0.028,0.13,1.48,0.24,0.084,0.134,0.2,0.2,0.106,0.148,0.71,0.248,0.137,0.182,green
2025-01-09 13:15:00,pre_event,9.75,88.6,10.05,0.0,1.08,0.9,0.017,0.24,1.47,0.21,0.08,0.145,0.2,0.2,0.201,0.23,0.726,0.32,0.139,0.212,green
2025-01-09 13:20:00,pre_event,10.92,87.5,11.17,0.0,0.96,0.89,0.017,0.0,0.41,0.03,0.043,0.133,0.2,0.2,0.182,0.106,0.684,0.245,0.129,0.175,green
2025-01-09 13:25:00,pre_event,11.31,90.1,11.49,0.0,0.84,0.95,0.026,0.1,0.89,0.25,0.056,0.12,0.2,0.2,0.042,0.639,0.801,0.492,0.129,0.274,green
2025-01-09 13:30:00,pre_event,11.13,91.4,11.29,0.0,1.68,1.09,0.04,0.46,1.27,0.22,0.124,0.203,0.2,0.2,0.132,0.103,0.898,0.271,0.16,0.204,green
2025-01-09 13:35:00,pre_event,15.82,85.0,15.71,0.0,1.18,0.95,0.02,0.61,0.71,0.18,0.089,0.151,0.2,0.2,0.31,0.35,0.914,0.451,0.142,0.266,green
2025-01-09 13:40:00,pre_event,17.1,74.9,16.74,0.0,1.2,1.12,0.029,0.24,1.32,0.13,0.084,0.132,0.2,0.2,0.371,0.19,0.72,0.351,0.137,0.222,green
2025-01-09 13:45:00,pre_event,12.63,91.3,12.72,0.0,1.12,0.77,0.024,0.25,0.62,0.17,0.069,0.177,0.2,0.2,0.185,0.204,0.78,0.314,0.144,0.212,green
2025-01-09 13:50:00,pre_event,9.94,95.0,10.06,0.0,0.7,1.01,0.02,0.77,0.66,0.17,0.072,0.096,0.2,0.2,0.213,0.298,0.728,0.358,0.126,0.219,green
2025-01-09 13:55:00,pre_event,12.36,87.0,12.51,0.0,1.11,1.0,0.039,1.18,0.91,0.19,0.111,0.145,0.2,0.2,0.134,0.128,0.701,0.244,0.145,0.185,green
2025-01-09 14:00:00,pre_event,12.01,88.7,12.17,0.0,0.87,1.01,0.036,0.44,1.39,0.23,0.078,0.118,0.2,0.2,0.228,0.266,0.774,0.356,0.132,0.222,green
2025-01-09 14:05:00,pre_event,12.72,80.5,12.91,0.0,1.16,1.05,0.042,0.0,0.19,0.34,0.061,0.144,0.2,0.2,0.168,0.362,0.509,0.333,0.135,0.214,green
2025-01-09 14:10:00,pre_event,11.22,88.8,11.42,0.0,0.81,1.06,0.047,0.76,1.82,0.19,0.094,0.112,0.2,0.2,0.064,0.402,0.624,0.345,0.134,0.219,green
2025-01-09 14:15:00,pre_event,11.49,93.8,11.59,0.0,1.37,0.94,0.046,1.02,1.18,0.29,0.128,0.193,0.2,0.2,0.093,0.265,0.779,0.316,0.159,0.222,green
2025-01-09 14:20:00,pre_event,11.29,79.8,11.65,0.0,0.94,1.02,0.03,0.21,0.71,0.17,0.059,0.119,0.2,0.2,0.251,0.275,0.684,0.35,0.129,0.217,green
2025-01-09 14:25:00,pre_event,10.49,86.2,10.79,0.0,1.07,1.16,0.044,0.11,0.61,0.28,0.064,0.117,0.2,0.2,0.36,0.399,0.678,0.443,0.13,0.255,green
2025-01-09 14:30:00,pre_event,10.98,85.8,11.25,0.0,0.74,1.05,0.01,0.38,1.3,0.2,0.068,0.086,0.2,0.2,0.066,0.372,0.772,0.36,0.124,0.218,green
2025-01-09 14:35:00,pre_event,11.8,76.7,12.15,0.0,0.96,1.02,0.01,0.51,1.13,0.15,0.078,0.108,0.2,0.2,0.279,0.316,0.682,0.378,0.13,0.229,green
2025-01-09 14:40:00,pre_event,9.17,82.7,9.67,0.0,1.13,0.97,0.032,0.56,1.26,0.29,0.095,0.148,0.2,0.2,0.206,0.258,0.749,0.341,0.143,0.222,green
2025-01-09 14:45:00,pre_event,10.17,85.2,10.52,0.0,0.95,0.96,0.045,0.01,1.1,0.18,0.058,0.139,0.2,0.2,0.165,0.233,0.7,0.306,0.134,0.203,green
2025-01-09 14:50:00,pre_event,11.04,83.4,11.35,0.0,1.21,0.95,0.021,0.82,1.18,0.18,0.106,0.155,0.2,0.2,0.1,0.327,0.545,0.303,0.146,0.209,green
2025-01-09 14:55:00,pre_event,13.54,79.5,13.65,0.0,0.62,0.95,0.021,0.52,1.29,0.17,0.068,0.101,0.2,0.2,0.151,0.37,0.635,0.357,0.127,0.219,green
2025-01-09 15:00:00,pre_event,10.14,89.1,10.4,0.0,0.93,1.01,0.037,0.51,0.41,0.22,0.068,0.124,0.2,0.2,0.262,0.301,0.779,0.385,0.132,0.233,green
2025-01-09 15:05:00,pre_event,8.41,95.0,8.58,0.0,1.43,0.9,0.043,0.26,0.18,0.39,0.089,0.204,0.2,0.2,0.05,0.179,0.734,0.251,0.154,0.193,green
2025-01-09 15:10:00,pre_event,12.53,86.0,12.68,0.0,0.56,1.03,0.016,0.72,1.46,0.18,0.077,0.079,0.2,0.2,0.137,0.473,0.735,0.425,0.124,0.244,green
2025-01-09 15:15:00,pre_event,8.88,91.8,9.14,0.0,0.48,1.07,0.026,0.72,0.54,0.14,0.059,0.073,0.2,0.2,0.135,0.279,0.677,0.315,0.119,0.197,green
2025-01-09 15:20:00,pre_event,10.16,90.4,10.39,0.0,0.93,0.89,0.037,0.17,0.72,0.13,0.057,0.144,0.2,0.2,0.077,0.375,0.572,0.325,0.134,0.211,green
2025-01-09 15:25:00,pre_event,10.68,90.2,10.88,0.0,0.96,0.99,0.037,0.31,0.3,0.3,0.062,0.13,0.2,0.2,0.271,0.179,0.727,0.316,0.132,0.206,green
2025-01-09 15:30:00,pre_event,7.16,85.4,7.75,0.0,1.22,0.89,0.043,0.25,1.91,0.25,0.098,0.181,0.2,0.2,0.179,0.154,0.701,0.271,0.15,0.199,green
2025-01-09 15:35:00,pre_event,6.62,95.0,6.83,0.0,0.89,1.03,0.019,0.96,0.37,0.23,0.084,0.107,0.2,0.2,0.136,0.267,0.833,0.341,0.131,0.215,green
2025-01-09 15:40:00,pre_event,7.33,94.0,7.56,0.0,0.85,0.99,0.028,0.0,0.91,0.34,0.056,0.115,0.2,0.2,0.218,0.319,0.776,0.38,0.128,0.229,green
2025-01-09 15:45:00,pre_event,6.89,95.0,7.1,0.0,1.16,0.95,0.033,0.34,1.56,0.26,0.092,0.156,0.2,0.2,0.306,0.222,0.727,0.348,0.144,0.226,green
2025-01-09 15:50:00,pre_event,9.17,95.0,9.32,0.0,1.08,0.93,0.023,0.82,0.79,0.42,0.1,0.144,0.2,0.2,0.189,0.336,0.691,0.363,0.143,0.231,green
2025-01-09 15:55:00,pre_event,9.74,91.4,9.96,0.0,0.8,1.02,0.017,0.21,0.11,0.0,0.04,0.1,0.2,0.2,0.292,0.307,0.714,0.384,0.121,0.226,green
2025-01-09 16:00:00,pre_event,10.6,91.6,10.78,0.0,0.76,1.04,0.021,0.04,0.5,0.2,0.044,0.096,0.4,0.2,0.323,0.34,0.699,0.407,0.164,0.261,green
2025-01-09 16:05:00,pre_event,11.77,82.7,12.03,0.0,1.48,0.85,0.035,0.34,2.1,0.27,0.121,0.214,0.4,0.2,0.319,0.17,0.606,0.302,0.205,0.244,green
2025-01-09 16:10:00,pre_event,7.39,90.4,7.76,0.0,0.73,0.98,0.024,0.3,0.65,0.16,0.054,0.105,0.4,0.2,0.201,0.143,0.586,0.249,0.168,0.201,green
2025-01-09 16:15:00,pre_event,9.02,93.2,9.22,0.0,1.0,1.03,0.03,0.0,1.07,0.11,0.057,0.122,0.4,0.2,0.342,0.351,0.778,0.434,0.172,0.277,green
2025-01-09 16:20:00,pre_event,8.43,95.0,8.6,0.0,1.23,0.81,0.01,0.51,0.0,0.14,0.076,0.174,0.4,0.2,0.19,0.452,0.685,0.42,0.188,0.281,green
2025-01-09 16:25:00,pre_event,5.81,95.0,6.05,0.0,0.91,0.98,0.036,0.72,0.99,0.08,0.08,0.127,0.4,0.2,0.102,0.201,0.757,0.283,0.178,0.22,green
