timestamp,phase,temp_c,rh,THI_raw,THI,density_p_m2,speed_mps,speed_var,push_rate,shout_rate,near_falls,CAI,CDI,TI,EI,ATI,SNI,PCI,BI,Risk,Alert
2025-01-17 07:29:45,morning_rush,23.26,57.1,21.19,0.0,5.0,0.53,0.087,10.2,15.45,5.74,1.0,0.663,0.7,0.45,0.485,0.94,0.273,0.67,0.482,yellow
2025-01-17 07:29:48,morning_rush,30.06,56.5,26.33,0.433,3.38,0.34,0.112,0.0,11.06,0.0,0.346,0.571,0.7,0.45,0.509,0.827,0.238,0.614,0.519,yellow
2025-01-17 07:29:51,normal,26.65,75.3,25.0,0.3,1.26,1.06,0.062,1.94,4.2,2.14,0.258,0.168,0.7,0.15,0.466,0.353,0.202,0.356,0.645,orange
2025-01-17 07:29:54,normal,19.78,71.7,18.95,0.0,0.94,0.72,0.198,3.74,6.36,1.11,0.314,0.269,0.7,0.15,0.385,0.328,0.369,0.353,0.448,yellow
2025-01-17 07:29:57,morning_rush,38.83,18.2,27.88,0.588,3.27,0.05,0.156,7.16,9.77,4.2,0.733,0.633,0.7,0.45,0.575,0.585,0.509,0.567,0.148,green
2025-01-17 07:30:00,normal,24.23,39.6,20.99,0.0,0.84,0.43,0.144,1.94,9.85,1.28,0.296,0.277,0.7,0.15,0.32,0.252,0.421,0.306,0.157,green
2025-01-17 07:30:03,normal,27.24,58.4,24.32,0.232,1.7,0.78,0.098,1.88,10.1,0.76,0.331,0.291,0.7,0.15,0.262,0.782,0.309,0.531,0.264,green
2025-01-17 07:30:06,normal,30.44,50.4,26.09,0.409,2.88,0.79,0.109,4.21,2.97,0.0,0.364,0.437,0.7,0.15,0.434,0.668,0.352,0.535,0.564,yellow
2025-01-17 07:30:09,normal,33.53,51.7,28.48,0.648,2.96,1.21,0.097,1.52,2.57,0.52,0.271,0.37,0.7,0.15,0.463,0.616,0.643,0.576,0.87,red
2025-01-17 07:30:12,morning_rush,30.32,48.8,25.87,0.387,2.9,0.49,0.222,4.0,18.29,8.94,0.855,0.557,0.7,0.45,1.0,1.0,0.176,0.835,0.126,green
2025-01-17 07:30:15,morning_rush,44.61,24.0,32.03,1.0,4.15,0.51,0.232,5.16,16.8,1.9,0.73,0.683,0.7,0.45,1.0,1.0,0.248,0.85,0.226,green
2025-01-17 07:30:18,morning_rush,39.67,27.3,29.6,0.76,3.94,0.05,0.164,5.04,24.75,3.06,0.799,0.702,0.7,0.45,0.619,0.71,0.088,0.558,0.629,orange
2025-01-17 07:30:21,normal,23.58,61.2,21.65,0.0,0.51,0.8,0.117,0.0,8.59,1.21,0.184,0.174,0.7,0.15,0.364,0.551,0.424,0.47,0.165,green
2025-01-17 07:30:24,normal,25.51,60.7,23.12,0.112,0.42,1.05,0.178,3.92,4.91,0.57,0.263,0.163,0.7,0.15,0.615,0.599,0.594,0.603,0.248,green
2025-01-17 07:30:27,morning_rush,23.25,65.9,21.61,0.0,3.9,0.32,0.123,8.99,14.89,0.0,0.787,0.629,0.7,0.45,0.898,0.737,0.033,0.644,0.366,green
2025-01-17 07:30:30,normal,23.26,68.2,21.73,0.0,0.44,1.22,0.136,1.26,7.66,1.57,0.229,0.115,0.7,0.15,0.52,0.0,0.27,0.21,0.144,green
2025-01-17 07:30:33,morning_rush,31.39,33.6,25.22,0.322,3.17,0.62,0.253,3.56,6.88,7.68,0.644,0.584,0.7,0.45,0.273,0.778,0.246,0.52,0.353,green
2025-01-17 07:30:36,morning_rush,34.91,41.6,28.35,0.635,3.45,0.35,0.3,9.2,8.94,6.2,0.873,0.691,0.7,0.45,0.802,0.735,0.135,0.635,0.869,red
2025-01-17 07:30:39,morning_rush,21.42,76.4,20.52,0.0,3.2,0.56,0.245,8.69,19.1,4.01,0.925,0.595,0.7,0.45,0.666,0.768,0.212,0.626,0.142,green
2025-01-17 07:30:42,morning_rush,41.88,50.5,34.43,1.0,2.42,0.81,0.3,14.36,22.97,11.64,1.0,0.494,0.7,0.45,0.413,1.0,0.263,0.676,0.69,orange
2025-01-17 07:30:45,morning_rush,23.77,78.2,22.66,0.066,5.0,1.24,0.218,5.55,19.49,4.07,0.886,0.631,0.7,0.45,0.721,0.929,0.224,0.726,0.266,green
2025-01-17 07:30:48,normal,22.68,64.2,21.07,0.0,2.0,0.49,0.125,0.0,5.09,0.97,0.205,0.393,0.7,0.15,0.541,0.717,0.647,0.65,0.244,green
2025-01-17 07:30:51,morning_rush,34.83,39.4,28.05,0.605,3.03,0.09,0.037,6.52,7.14,6.26,0.716,0.527,0.7,0.45,0.965,0.687,0.231,0.679,0.859,red
2025-01-17 07:30:54,normal,19.19,71.4,18.45,0.0,1.1,1.02,0.109,0.77,9.66,0.88,0.246,0.183,0.7,0.15,0.15,0.363,0.416,0.31,0.146,green
2025-01-17 07:30:57,normal,21.31,66.3,20.05,0.0,0.1,0.61,0.125,1.7,9.13,1.5,0.254,0.181,0.7,0.15,0.528,0.546,0.246,0.48,0.425,yellow
2025-01-17 07:31:00,normal,40.22,36.9,31.29,0.929,1.51,0.6,0.077,1.25,8.68,0.85,0.275,0.286,0.7,0.15,0.174,0.321,0.239,0.26,0.41,yellow
2025-01-17 07:31:03,normal,28.9,61.9,25.89,0.389,1.39,1.09,0.141,0.02,0.42,0.65,0.088,0.225,0.7,0.15,0.54,0.471,0.786,0.555,0.371,green
2025-01-17 07:31:06,morning_rush,34.18,38.1,27.48,0.548,3.04,0.55,0.19,2.51,15.75,4.54,0.633,0.544,0.7,0.45,0.851,0.991,0.111,0.773,0.542,yellow
2025-01-17 07:31:09,morning_rush,34.92,33.7,27.48,0.548,4.15,0.88,0.266,12.93,9.58,1.49,0.803,0.641,0.7,0.45,0.491,0.779,0.0,0.537,0.502,yellow
2025-01-17 07:31:12,normal,42.64,33.4,32.33,1.0,2.16,0.97,0.096,2.0,8.92,1.57,0.371,0.314,0.7,0.15,1.0,0.643,0.381,0.698,0.257,green
2025-01-17 07:31:15,normal,29.03,47.9,24.86,0.286,1.86,0.71,0.128,2.14,3.32,1.93,0.285,0.341,0.7,0.15,0.443,0.552,0.569,0.522,0.542,yellow
2025-01-17 07:31:18,morning_rush,43.97,15.0,30.2,0.82,4.38,0.49,0.095,0.97,9.8,1.0,0.44,0.624,0.7,0.45,1.0,0.859,0.426,0.815,0.367,green
2025-01-17 07:31:21,normal,36.3,21.8,26.93,0.493,2.91,0.88,0.104,3.43,7.41,1.6,0.45,0.423,0.7,0.15,0.035,0.814,0.48,0.514,0.214,green
2025-01-17 07:31:24,morning_rush,31.66,34.1,25.44,0.344,2.6,0.32,0.049,9.96,15.7,1.83,0.824,0.447,0.7,0.45,0.107,0.861,0.19,0.501,0.095,green
2025-01-17 07:31:27,normal,20.3,76.2,19.54,0.0,0.92,1.08,0.111,3.12,4.67,1.04,0.261,0.156,0.7,0.15,0.223,0.349,0.843,0.41,0.561,yellow
2025-01-17 07:31:30,normal,23.05,53.8,20.88,0.0,0.1,0.28,0.179,2.32,1.91,0.62,0.144,0.268,0.7,0.15,0.18,0.627,0.733,0.514,0.511,yellow
2025-01-17 07:31:33,morning_rush,35.72,45.9,29.4,0.74,3.89,0.54,0.229,9.41,10.15,1.47,0.777,0.654,0.7,0.45,1.0,0.809,0.493,0.803,0.133,green
2025-01-17 07:31:36,morning_rush,46.38,15.0,31.48,0.948,2.05,0.64,0.275,7.47,15.2,10.36,0.93,0.464,0.7,0.45,0.68,0.752,0.0,0.58,0.138,green
2025-01-17 07:31:39,morning_rush,40.47,34.5,31.11,0.911,3.74,0.23,0.277,10.5,7.86,8.47,0.97,0.724,0.7,0.45,0.948,1.0,0.257,0.836,0.148,green
2025-01-17 07:31:42,morning_rush,40.38,40.1,31.85,0.985,2.92,1.0,0.3,6.31,16.0,8.74,0.908,0.522,0.7,0.45,0.814,0.85,0.531,0.775,0.122,green
2025-01-17 07:31:45,morning_rush,43.96,17.1,30.53,0.853,5.0,0.12,0.265,1.49,17.16,4.59,0.705,0.839,0.7,0.45,1.0,0.695,0.241,0.696,0.189,green
2025-01-17 07:31:48,normal,13.76,95.0,13.78,0.0,1.6,1.09,0.105,1.18,7.82,1.59,0.287,0.231,0.7,0.15,0.148,0.946,0.261,0.569,0.422,yellow
2025-01-17 07:31:51,normal,23.37,68.0,21.81,0.0,1.3,0.52,0.078,3.47,5.42,2.15,0.341,0.273,0.7,0.15,0.022,0.129,0.635,0.198,0.432,yellow
2025-01-17 07:31:54,morning_rush,35.2,51.2,29.64,0.764,3.95,0.19,0.3,4.54,6.4,4.26,0.612,0.762,0.7,0.45,0.77,0.754,0.213,0.651,0.261,green
2025-01-17 07:31:57,normal,27.07,34.1,22.51,0.051,1.63,0.73,0.085,3.22,7.92,1.1,0.357,0.283,0.7,0.15,0.079,0.161,0.462,0.197,0.415,yellow
2025-01-17 07:32:00,normal,22.72,59.3,20.88,0.0,1.94,0.72,0.072,1.42,3.78,0.83,0.235,0.316,0.7,0.15,0.084,0.517,0.609,0.406,0.448,yellow
2025-01-17 07:32:03,normal,44.9,15.0,30.69,0.869,1.48,1.19,0.124,0.51,3.51,0.38,0.152,0.212,0.7,0.15,0.205,0.895,0.302,0.569,0.467,yellow
2025-01-17 07:32:06,normal,34.98,56.1,30.04,0.804,0.72,0.77,0.063,1.32,9.45,1.92,0.279,0.164,0.7,0.15,0.254,0.511,0.538,0.439,0.567,yellow
2025-01-17 07:32:09,normal,49.03,15.0,32.89,1.0,2.76,0.62,0.139,1.91,8.18,1.73,0.395,0.468,0.7,0.15,0.644,0.676,0.439,0.619,0.513,yellow
2025-01-17 07:32:12,normal,40.88,46.3,33.08,1.0,2.33,1.19,0.157,1.86,8.05,1.95,0.373,0.334,0.7,0.15,0.676,0.564,0.207,0.526,0.719,orange
2025-01-17 07:32:15,morning_rush,41.68,28.8,31.04,0.904,2.74,0.3,0.135,5.64,9.44,2.21,0.577,0.517,0.7,0.45,0.831,0.939,0.1,0.739,0.322,green
2025-01-17 07:32:18,normal,33.01,66.2,29.57,0.757,1.76,1.28,0.01,2.54,1.39,0.25,0.215,0.176,0.7,0.15,0.355,0.638,0.688,0.563,0.442,yellow
2025-01-17 07:32:21,normal,19.17,69.6,18.39,0.0,2.05,0.69,0.112,0.75,7.32,0.23,0.25,0.358,0.7,0.15,0.43,0.319,0.403,0.369,0.229,green
2025-01-17 07:32:24,normal,29.05,53.4,25.32,0.332,1.86,0.12,0.062,3.8,12.4,2.16,0.494,0.399,0.7,0.15,0.251,0.141,0.596,0.265,0.476,yellow
2025-01-17 07:32:27,normal,19.78,54.6,18.46,0.0,2.52,0.79,0.072,1.98,6.42,0.57,0.323,0.372,0.7,0.15,0.434,0.526,0.727,0.539,0.204,green
2025-01-17 07:32:30,morning_rush,38.06,17.5,27.37,0.537,2.06,0.05,0.197,8.56,13.22,11.5,0.944,0.517,0.7,0.45,0.405,0.502,0.38,0.448,0.544,yellow
2025-01-17 07:32:33,morning_rush,35.1,37.1,27.97,0.597,2.97,0.67,0.159,4.52,8.07,8.36,0.709,0.496,0.7,0.45,0.743,0.87,0.441,0.746,0.486,yellow
2025-01-17 07:32:36,morning_rush,39.4,31.5,30.02,0.802,4.3,0.88,0.182,9.11,13.82,5.43,0.955,0.604,0.7,0.45,0.442,0.772,0.638,0.646,0.855,red
2025-01-17 07:32:39,normal,39.18,32.5,30.02,0.802,2.23,1.05,0.086,0.39,7.33,2.34,0.309,0.304,0.7,0.15,0.326,0.446,0.405,0.402,0.205,green
2025-01-17 07:32:42,normal,38.71,39.4,30.64,0.864,2.8,0.94,0.108,2.26,10.17,1.68,0.44,0.402,0.7,0.15,0.724,0.961,0.069,0.712,0.471,yellow
2025-01-17 07:32:45,normal,36.64,42.1,29.59,0.759,1.76,0.99,0.167,1.62,8.4,0.0,0.276,0.305,0.7,0.15,0.602,0.565,0.319,0.527,0.559,yellow
2025-01-17 07:32:48,normal,34.09,39.7,27.59,0.559,1.03,1.13,0.107,1.11,9.44,0.64,0.244,0.154,0.7,0.15,0.588,0.518,0.663,0.568,0.643,orange
2025-01-17 07:32:51,morning_rush,26.14,52.2,23.08,0.108,1.79,0.05,0.172,4.79,17.15,4.58,0.673,0.468,0.7,0.45,0.541,0.712,0.352,0.588,0.646,orange
2025-01-17 07:32:54,normal,33.66,34.5,26.76,0.476,1.5,0.36,0.172,4.39,1.9,0.96,0.301,0.379,0.7,0.15,0.0,0.589,0.555,0.405,0.683,orange
2025-01-17 07:32:57,morning_rush,20.87,69.0,19.78,0.0,1.9,0.23,0.187,13.18,17.07,7.0,0.96,0.462,0.7,0.45,0.573,0.668,0.303,0.566,0.444,yellow
2025-01-17 07:33:00,normal,27.58,50.9,24.05,0.205,1.22,0.88,0.084,4.8,8.44,1.35,0.411,0.208,0.7,0.15,0.398,0.336,0.558,0.399,0.279,green
2025-01-17 07:33:03,morning_rush,38.89,28.5,29.3,0.73,4.19,0.25,0.06,2.25,3.1,4.74,0.495,0.626,0.7,0.45,0.817,0.833,0.531,0.768,0.677,orange
2025-01-17 07:33:06,normal,41.44,28.7,30.88,0.888,2.33,1.05,0.048,1.78,1.34,0.35,0.221,0.293,0.7,0.15,0.545,0.85,0.722,0.733,0.458,yellow
2025-01-17 07:33:09,morning_rush,35.45,32.7,27.69,0.569,3.9,1.31,0.238,16.06,16.49,6.29,1.0,0.551,0.7,0.45,1.0,1.0,0.215,0.843,0.432,yellow
2025-01-17 07:33:12,morning_rush,41.88,29.3,31.24,0.924,3.79,0.32,0.129,7.31,18.11,2.74,0.846,0.623,0.7,0.45,1.0,0.722,0.132,0.687,0.313,green
2025-01-17 07:33:15,normal,29.43,66.6,26.69,0.469,1.48,0.84,0.096,0.0,7.52,1.8,0.234,0.253,0.7,0.15,0.341,0.84,0.46,0.614,0.251,green
2025-01-17 07:33:18,morning_rush,36.07,26.6,27.35,0.535,4.35,0.05,0.038,1.78,6.78,6.35,0.586,0.66,0.7,0.45,0.249,0.614,0.35,0.452,0.639,orange
2025-01-17 07:33:21,normal,24.35,65.5,22.48,0.048,0.34,0.52,0.086,3.08,7.61,0.85,0.275,0.191,0.7,0.15,0.536,0.353,0.37,0.411,0.218,green
2025-01-17 07:33:24,normal,19.28,80.5,18.77,0.0,0.37,0.65,0.14,0.9,5.11,0.26,0.135,0.203,0.7,0.15,0.131,0.453,0.037,0.273,0.284,green
2025-01-17 07:33:27,morning_rush,28.81,53.0,25.12,0.312,3.09,0.35,0.148,14.87,6.05,8.89,0.921,0.557,0.7,0.45,1.0,0.609,0.116,0.628,0.415,yellow
2025-01-17 07:33:30,normal,33.49,40.4,27.27,0.527,0.19,0.55,0.144,2.13,5.85,2.04,0.241,0.21,0.7,0.15,0.339,0.498,0.59,0.469,0.809,red
2025-01-17 07:33:33,normal,20.45,76.2,19.68,0.0,1.23,0.74,0.01,1.11,3.24,1.02,0.176,0.186,0.7,0.15,0.81,0.644,0.337,0.632,0.525,yellow
2025-01-17 07:33:36,normal,32.11,51.8,27.44,0.544,1.61,0.93,0.111,1.54,7.28,0.0,0.247,0.263,0.7,0.15,0.469,0.328,0.564,0.418,0.375,green
2025-01-17 07:33:39,morning_rush,34.93,39.0,28.08,0.608,5.0,0.5,0.232,21.84,16.31,5.49,1.0,0.757,0.7,0.45,0.802,1.0,0.204,0.781,0.507,yellow
2025-01-17 07:33:42,normal,20.15,79.9,19.53,0.0,3.78,1.06,0.117,3.07,3.12,1.42,0.411,0.491,0.7,0.15,0.39,0.376,0.474,0.4,0.643,orange
2025-01-17 07:33:45,normal,29.04,68.5,26.52,0.452,0.93,0.55,0.082,2.22,3.46,0.47,0.19,0.227,0.7,0.15,0.449,0.601,0.536,0.542,0.363,green
2025-01-17 07:33:48,normal,33.32,41.3,27.24,0.524,0.44,0.65,0.023,0.0,5.48,0.0,0.099,0.139,0.7,0.15,0.03,0.329,0.523,0.278,0.35,green
2025-01-17 07:33:51,morning_rush,28.36,53.2,24.8,0.28,3.35,0.05,0.3,8.26,3.05,9.78,0.848,0.729,0.7,0.45,0.545,0.841,0.233,0.631,0.246,green
2025-01-17 07:33:54,normal,30.92,36.5,25.18,0.318,0.64,0.98,0.056,2.36,1.3,2.06,0.2,0.118,0.7,0.15,0.464,0.008,0.446,0.232,0.372,green
2025-01-17 07:33:57,normal,17.24,66.4,16.73,0.0,1.58,0.73,0.087,2.84,10.74,2.34,0.418,0.278,0.7,0.15,0.031,0.64,0.196,0.369,0.715,orange
2025-01-17 07:34:00,morning_rush,29.89,61.3,26.62,0.462,2.31,0.22,0.28,18.8,15.27,5.93,0.925,0.567,0.7,0.45,0.939,0.931,0.153,0.778,0.186,green
2025-01-17 07:34:03,normal,32.39,62.4,28.69,0.669,2.15,1.25,0.101,2.17,5.5,0.99,0.308,0.278,0.7,0.15,0.279,0.381,0.581,0.391,0.653,orange
2025-01-17 07:34:06,morning_rush,35.82,54.5,30.48,0.848,2.89,0.59,0.23,10.19,10.85,3.27,0.813,0.543,0.7,0.45,0.642,0.873,0.323,0.693,0.485,yellow
2025-01-17 07:34:09,normal,36.85,49.7,30.67,0.867,1.0,1.18,0.028,3.29,8.44,1.22,0.332,0.095,0.7,0.15,0.354,0.459,0.005,0.336,0.141,green
2025-01-17 07:34:12,normal,35.52,45.4,29.21,0.721,0.28,1.31,0.072,2.0,8.31,0.97,0.244,0.065,0.7,0.15,0.806,0.546,0.356,0.586,0.108,green
2025-01-17 07:34:15,normal,31.31,53.4,27.0,0.5,1.94,0.86,0.118,4.0,8.08,0.84,0.402,0.319,0.7,0.15,0.458,0.704,0.42,0.574,0.703,orange
2025-01-17 07:34:18,normal,35.65,20.8,26.44,0.444,2.14,0.76,0.082,2.63,6.87,0.03,0.317,0.339,0.7,0.15,0.4,0.408,0.678,0.46,0.929,red
2025-01-17 07:34:21,normal,27.84,38.1,23.3,0.13,0.78,0.86,0.141,0.81,10.43,2.21,0.285,0.2,0.7,0.15,0.361,0.518,0.309,0.429,0.103,green
2025-01-17 07:34:24,normal,22.52,64.1,20.94,0.0,0.1,1.11,0.21,1.66,9.39,1.69,0.262,0.148,0.7,0.15,0.178,0.7,0.391,0.482,0.834,red
2025-01-17 07:34:27,normal,22.93,59.5,21.05,0.0,1.38,0.67,0.086,2.63,10.01,1.66,0.366,0.262,0.7,0.15,0.0,0.277,0.45,0.228,0.486,yellow
2025-01-17 07:34:30,normal,29.28,35.7,24.06,0.206,1.69,0.53,0.01,1.37,8.4,0.91,0.289,0.28,0.7,0.15,0.166,0.342,0.792,0.379,0.259,green
2025-01-17 07:34:33,normal,43.9,15.0,30.16,0.816,2.57,0.76,0.081,0.13,6.06,0.0,0.229,0.388,0.7,0.15,0.306,0.567,0.488,0.473,0.643,orange
2025-01-17 07:34:36,normal,38.83,33.4,29.92,0.792,2.98,1.22,0.115,2.49,8.84,1.51,0.435,0.384,0.7,0.15,0.34,0.525,0.448,0.454,0.161,green
2025-01-17 07:34:39,morning_rush,37.78,37.0,29.72,0.772,5.0,0.83,0.3,5.85,16.82,6.72,0.938,0.741,0.7,0.45,0.728,1.0,0.258,0.77,0.659,orange
2025-01-17 07:34:42,morning_rush,31.33,47.4,26.45,0.445,4.98,0.47,0.15,10.0,24.55,5.61,1.0,0.71,0.7,0.45,0.66,0.813,0.425,0.689,0.636,orange
2025-01-17 07:34:45,morning_rush,32.66,63.8,29.04,0.704,3.15,0.51,0.202,5.04,13.27,2.99,0.658,0.571,0.7,0.45,0.525,1.0,0.318,0.721,0.683,orange
2025-01-17 07:34:48,normal,32.39,51.3,27.6,0.56,2.43,0.73,0.095,0.0,4.68,0.0,0.195,0.385,0.7,0.15,0.371,0.288,0.484,0.352,0.082,green
2025-01-17 07:34:51,normal,16.07,57.7,15.71,0.0,1.63,0.88,0.075,3.36,11.32,0.87,0.408,0.253,0.7,0.15,0.322,0.382,0.622,0.412,0.137,green
2025-01-17 07:34:54,normal,25.45,61.9,23.16,0.116,0.1,0.63,0.164,1.9,8.46,0.7,0.228,0.201,0.7,0.15,0.194,0.105,0.118,0.134,0.707,orange
2025-01-17 07:34:57,normal,25.13,66.3,23.17,0.117,0.25,0.86,0.162,1.62,4.87,1.19,0.183,0.173,0.7,0.15,0.19,0.579,0.358,0.418,0.105,green
2025-01-17 07:35:00,morning_rush,34.14,50.5,28.79,0.679,3.84,0.37,0.14,7.32,23.62,7.89,1.0,0.625,0.7,0.45,0.78,0.828,0.242,0.696,0.135,green
2025-01-17 07:35:03,normal,28.26,54.7,24.83,0.283,1.19,1.03,0.135,1.5,0.24,1.23,0.15,0.209,0.7,0.15,0.643,0.348,0.753,0.517,0.483,yellow
2025-01-17 07:35:06,normal,30.16,48.4,25.72,0.372,1.06,1.0,0.167,1.76,4.88,1.76,0.238,0.216,0.7,0.15,0.552,0.639,0.489,0.583,0.117,green
2025-01-17 07:35:09,normal,43.25,24.1,31.25,0.925,1.48,1.07,0.065,5.52,8.52,0.93,0.444,0.197,0.7,0.15,0.367,0.643,0.478,0.527,0.449,yellow
2025-01-17 07:35:12,morning_rush,45.71,29.1,33.55,1.0,3.31,0.57,0.276,11.8,12.04,0.11,0.761,0.624,0.7,0.45,0.714,1.0,0.229,0.76,0.617,orange
2025-01-17 07:35:15,normal,32.47,63.2,28.83,0.683,0.49,0.74,0.061,2.0,8.08,0.13,0.224,0.15,0.7,0.15,0.074,0.531,0.491,0.386,0.437,yellow
2025-01-17 07:35:18,normal,33.96,55.4,29.18,0.718,0.87,0.74,0.082,2.07,2.7,0.38,0.168,0.191,0.7,0.15,0.223,0.805,0.377,0.545,0.12,green
2025-01-17 07:35:21,morning_rush,34.15,41.7,27.85,0.585,3.74,0.05,0.254,21.4,14.67,6.31,1.0,0.738,0.7,0.45,0.603,0.986,0.385,0.751,0.267,green
2025-01-17 07:35:24,morning_rush,24.62,57.3,22.24,0.024,1.84,0.05,0.207,4.7,16.95,0.0,0.532,0.495,0.7,0.45,0.813,0.591,0.083,0.556,0.259,green
2025-01-17 07:35:27,normal,37.0,44.8,30.17,0.817,0.97,0.46,0.145,3.48,8.19,0.83,0.323,0.282,0.7,0.15,0.392,0.066,0.494,0.249,0.46,yellow
2025-01-17 07:35:30,normal,35.41,40.3,28.54,0.654,1.36,0.78,0.09,2.58,3.25,0.2,0.218,0.245,0.7,0.15,0.426,0.201,0.527,0.334,0.092,green
2025-01-17 07:35:33,normal,29.48,42.3,24.73,0.273,2.52,0.96,0.066,1.96,5.36,1.94,0.348,0.341,0.7,0.15,0.432,0.628,0.649,0.574,0.509,yellow
2025-01-17 07:35:36,normal,38.34,36.2,29.97,0.797,2.34,0.73,0.131,3.84,0.7,1.69,0.335,0.397,0.7,0.15,0.363,0.772,0.558,0.606,0.615,orange
2025-01-17 07:35:39,normal,33.45,41.8,27.38,0.538,3.59,0.92,0.157,0.0,5.98,0.7,0.302,0.523,0.7,0.15,0.44,0.524,0.301,0.454,0.613,orange
2025-01-17 07:35:42,normal,35.78,73.8,32.72,1.0,3.28,1.09,0.126,2.67,16.91,0.45,0.549,0.443,0.7,0.15,0.547,1.0,0.384,0.741,0.841,red
2025-01-17 07:35:45,normal,46.76,15.0,31.68,0.968,2.94,0.78,0.079,1.93,4.6,2.34,0.371,0.426,0.7,0.15,0.183,0.615,0.397,0.442,0.791,red
2025-01-17 07:35:48,normal,32.71,48.4,27.54,0.554,1.61,0.45,0.026,1.1,0.91,0.96,0.162,0.291,0.7,0.15,0.388,0.365,0.498,0.398,0.429,yellow
2025-01-17 07:35:51,normal,31.68,45.7,26.54,0.454,1.56,0.82,0.124,2.93,0.01,2.28,0.259,0.283,0.7,0.15,0.0,0.141,0.533,0.177,0.53,yellow
2025-01-17 07:35:54,normal,26.85,53.7,23.7,0.17,1.61,1.01,0.138,3.11,9.55,1.09,0.376,0.267,0.7,0.15,0.066,0.346,0.104,0.214,0.131,green
2025-01-17 07:35:57,normal,28.09,52.0,24.5,0.25,1.82,0.76,0.154,1.35,7.82,1.13,0.294,0.343,0.7,0.15,0.374,0.337,0.461,0.373,0.331,green
2025-01-17 07:36:00,normal,29.54,38.6,24.46,0.246,2.46,0.88,0.071,0.41,0.0,2.16,0.208,0.349,0.7,0.15,0.169,0.345,0.536,0.33,0.436,yellow
2025-01-17 07:36:03,normal,34.95,27.2,26.76,0.476,2.05,0.82,0.059,1.09,0.0,1.81,0.201,0.305,0.7,0.15,0.412,0.257,0.487,0.349,0.097,green
2025-01-17 07:36:06,morning_rush,25.95,55.0,23.12,0.112,5.0,0.57,0.1,8.08,12.17,6.0,0.936,0.665,0.7,0.45,0.962,0.909,0.01,0.745,0.214,green
2025-01-17 07:36:09,morning_rush,30.05,55.4,26.24,0.424,1.65,0.83,0.069,2.6,11.65,6.58,0.555,0.26,0.7,0.45,0.696,0.848,0.061,0.645,0.199,green
2025-01-17 07:36:12,normal,31.05,52.7,26.75,0.475,1.22,0.98,0.166,3.81,8.06,1.33,0.365,0.239,0.7,0.15,0.29,0.424,0.38,0.375,0.656,orange
2025-01-17 07:36:15,normal,26.45,48.9,23.09,0.109,1.1,1.0,0.109,3.89,4.5,1.11,0.3,0.187,0.7,0.15,0.136,0.438,0.491,0.358,0.797,red
2025-01-17 07:36:18,normal,30.6,36.8,25.0,0.3,1.79,0.88,0.077,1.05,0.0,0.4,0.14,0.273,0.7,0.15,0.309,0.661,0.901,0.603,0.151,green
2025-01-17 07:36:21,normal,26.84,64.5,24.43,0.243,0.53,0.58,0.115,1.25,10.51,0.83,0.252,0.212,0.7,0.15,0.17,0.276,0.38,0.265,0.443,yellow
2025-01-17 07:36:24,normal,17.22,73.7,16.83,0.0,0.79,0.51,0.129,3.49,4.6,2.17,0.303,0.251,0.7,0.15,0.419,0.381,0.532,0.422,0.418,yellow
2025-01-17 07:36:27,normal,24.6,34.3,20.95,0.0,0.8,0.51,0.111,3.78,4.1,0.61,0.261,0.242,0.7,0.15,0.171,0.47,0.436,0.374,0.128,green
2025-01-17 07:36:30,normal,40.44,42.2,32.19,1.0,0.57,0.3,0.07,2.05,9.61,1.05,0.28,0.236,0.7,0.15,0.402,0.252,0.568,0.36,0.147,green
2025-01-17 07:36:33,morning_rush,27.38,21.3,21.81,0.0,3.41,0.48,0.228,3.57,11.36,5.09,0.648,0.621,0.7,0.45,0.708,0.649,0.163,0.569,0.719,orange
2025-01-17 07:36:36,morning_rush,40.51,35.3,31.25,0.925,2.05,0.67,0.184,13.46,18.31,0.53,0.794,0.405,0.7,0.45,0.716,0.607,0.334,0.585,0.499,yellow
2025-01-17 07:36:39,normal,45.66,34.5,34.44,1.0,1.5,1.18,0.15,4.01,5.41,1.25,0.348,0.23,0.7,0.15,0.814,0.572,0.618,0.654,0.274,green
2025-01-17 07:36:42,morning_rush,37.09,51.6,31.07,0.907,4.26,0.46,0.14,15.13,10.1,4.73,0.912,0.646,0.7,0.45,0.918,0.777,0.117,0.687,0.296,green
2025-01-17 07:36:45,morning_rush,31.62,51.0,27.01,0.501,4.91,0.23,0.248,6.61,16.22,7.96,0.993,0.802,0.7,0.45,0.584,0.998,0.141,0.703,0.135,green
2025-01-17 07:36:48,normal,31.94,51.3,27.26,0.526,0.37,0.83,0.072,1.5,2.27,1.67,0.158,0.132,0.7,0.15,0.428,0.627,0.439,0.53,0.202,green
2025-01-17 07:36:51,morning_rush,28.26,31.5,23.08,0.108,2.45,0.68,0.127,9.98,14.31,6.42,0.932,0.415,0.7,0.45,0.947,0.825,0.265,0.749,0.133,green
2025-01-17 07:36:54,morning_rush,48.75,15.0,32.74,1.0,3.87,0.71,0.172,6.15,13.4,3.9,0.767,0.59,0.7,0.45,0.385,0.898,0.078,0.58,0.341,green
2025-01-17 07:36:57,morning_rush,32.83,47.4,27.53,0.553,1.53,0.16,0.18,7.1,2.66,4.4,0.526,0.422,0.7,0.45,0.561,0.857,0.231,0.643,0.244,green
